0 1 chab chab 0.0
0 1 chache chache 0.0
0 1 chad chad 0.0
0 1 chaffe chaffe 0.0
0 1 chague chague 0.0
0 1 chak chak 0.0
0 1 chape chape 0.0
0 1 chasse chasse 0.0
0 1 chaub chaub 0.0
0 1 chauche chauche 0.0
0 1 chaud chaud 0.0
0 1 chauffe chauffe 0.0
0 1 chaugue chaugue 0.0
0 1 chauk chauk 0.0
0 1 chaupe chaupe 0.0
0 1 chausse chausse 0.0
0 1 chauve chauve 0.0
0 1 chauz chauz 0.0
0 1 chave chave 0.0
0 1 chaz chaz 0.0
0 1 cheb cheb 0.0
0 1 cheche cheche 0.0
0 1 ched ched 0.0
0 1 cheffe cheffe 0.0
0 1 chegue chegue 0.0
0 1 chek chek 0.0
0 1 chenb chenb 0.0
0 1 chenche chenche 0.0
0 1 chend chend 0.0
0 1 chenffe chenffe 0.0
0 1 chengue chengue 0.0
0 1 chenk chenk 0.0
0 1 chenpe chenpe 0.0
0 1 chensse chensse 0.0
0 1 chenve chenve 0.0
0 1 chenz chenz 0.0
0 1 chepe chepe 0.0
0 1 chesse chesse 0.0
0 1 cheub cheub 0.0
0 1 cheuche cheuche 0.0
0 1 cheud cheud 0.0
0 1 cheuffe cheuffe 0.0
0 1 cheugue cheugue 0.0
0 1 cheuk cheuk 0.0
0 1 cheupe cheupe 0.0
0 1 cheusse cheusse 0.0
0 1 cheuve cheuve 0.0
0 1 cheuz cheuz 0.0
0 1 cheve cheve 0.0
0 1 chez chez 0.0
0 1 chib chib 0.0
0 1 chiche chiche 0.0
0 1 chid chid 0.0
0 1 chiffe chiffe 0.0
0 1 chigue chigue 0.0
0 1 chik chik 0.0
0 1 chinb chinb 0.0
0 1 chinche chinche 0.0
0 1 chind chind 0.0
0 1 chinffe chinffe 0.0
0 1 chingue chingue 0.0
0 1 chink chink 0.0
0 1 chinpe chinpe 0.0
0 1 chinsse chinsse 0.0
0 1 chinve chinve 0.0
0 1 chinz chinz 0.0
0 1 chipe chipe 0.0
0 1 chisse chisse 0.0
0 1 chive chive 0.0
0 1 chiz chiz 0.0
0 1 chob chob 0.0
0 1 choche choche 0.0
0 1 chod chod 0.0
0 1 choeb choeb 0.0
0 1 choeche choeche 0.0
0 1 choed choed 0.0
0 1 choeffe choeffe 0.0
0 1 choegue choegue 0.0
0 1 choek choek 0.0
0 1 choepe choepe 0.0
0 1 choesse choesse 0.0
0 1 choeve choeve 0.0
0 1 choez choez 0.0
0 1 choffe choffe 0.0
0 1 chogue chogue 0.0
0 1 chok chok 0.0
0 1 chonb chonb 0.0
0 1 chonche chonche 0.0
0 1 chond chond 0.0
0 1 chonffe chonffe 0.0
0 1 chongue chongue 0.0
0 1 chonk chonk 0.0
0 1 chonpe chonpe 0.0
0 1 chonsse chonsse 0.0
0 1 chonve chonve 0.0
0 1 chonz chonz 0.0
0 1 chope chope 0.0
0 1 chosse chosse 0.0
0 1 choub choub 0.0
0 1 chouche chouche 0.0
0 1 choud choud 0.0
0 1 chouffe chouffe 0.0
0 1 chougue chougue 0.0
0 1 chouk chouk 0.0
0 1 choupe choupe 0.0
0 1 chousse chousse 0.0
0 1 chouve chouve 0.0
0 1 chouz chouz 0.0
0 1 chove chove 0.0
0 1 choz choz 0.0
0 1 chub chub 0.0
0 1 chuche chuche 0.0
0 1 chud chud 0.0
0 1 chuffe chuffe 0.0
0 1 chugue chugue 0.0
0 1 chuk chuk 0.0
0 1 chunb chunb 0.0
0 1 chunche chunche 0.0
0 1 chund chund 0.0
0 1 chunffe chunffe 0.0
0 1 chungue chungue 0.0
0 1 chunk chunk 0.0
0 1 chunpe chunpe 0.0
0 1 chunsse chunsse 0.0
0 1 chunve chunve 0.0
0 1 chunz chunz 0.0
0 1 chupe chupe 0.0
0 1 chusse chusse 0.0
0 1 chuve chuve 0.0
0 1 chuz chuz 0.0
0 1 chèb chèb 0.0
0 1 chèche chèche 0.0
0 1 chèd chèd 0.0
0 1 chèffe chèffe 0.0
0 1 chègue chègue 0.0
0 1 chèk chèk 0.0
0 1 chèpe chèpe 0.0
0 1 chèsse chèsse 0.0
0 1 chève chève 0.0
0 1 chèz chèz 0.0
0 1 chéb chéb 0.0
0 1 chéche chéche 0.0
0 1 chéd chéd 0.0
0 1 chéffe chéffe 0.0
0 1 chégue chégue 0.0
0 1 chék chék 0.0
0 1 chépe chépe 0.0
0 1 chésse chésse 0.0
0 1 chéve chéve 0.0
0 1 chéz chéz 0.0
0 1 fab fab 0.0
0 1 fache fache 0.0
0 1 fad fad 0.0
0 1 faffe faffe 0.0
0 1 fague fague 0.0
0 1 fak fak 0.0
0 1 fape fape 0.0
0 1 fasse fasse 0.0
0 1 faub faub 0.0
0 1 fauche fauche 0.0
0 1 faud faud 0.0
0 1 fauffe fauffe 0.0
0 1 faugue faugue 0.0
0 1 fauk fauk 0.0
0 1 faupe faupe 0.0
0 1 fausse fausse 0.0
0 1 fauve fauve 0.0
0 1 fauz fauz 0.0
0 1 fave fave 0.0
0 1 faz faz 0.0
0 1 feb feb 0.0
0 1 feche feche 0.0
0 1 fed fed 0.0
0 1 feffe feffe 0.0
0 1 fegue fegue 0.0
0 1 fek fek 0.0
0 1 fenb fenb 0.0
0 1 fenche fenche 0.0
0 1 fend fend 0.0
0 1 fenffe fenffe 0.0
0 1 fengue fengue 0.0
0 1 fenk fenk 0.0
0 1 fenpe fenpe 0.0
0 1 fensse fensse 0.0
0 1 fenve fenve 0.0
0 1 fenz fenz 0.0
0 1 fepe fepe 0.0
0 1 fesse fesse 0.0
0 1 feub feub 0.0
0 1 feuche feuche 0.0
0 1 feud feud 0.0
0 1 feuffe feuffe 0.0
0 1 feugue feugue 0.0
0 1 feuk feuk 0.0
0 1 feupe feupe 0.0
0 1 feusse feusse 0.0
0 1 feuve feuve 0.0
0 1 feuz feuz 0.0
0 1 feve feve 0.0
0 1 fez fez 0.0
0 1 fib fib 0.0
0 1 fiche fiche 0.0
0 1 fid fid 0.0
